case_id,symptom_text_zh,reference_prescription,herb,molecules,herb_prescriptions,herb_functions
S028,发热微恶寒、微呕、心下支结、四肢关节烦疼、风寒引起的不适,柴胡桂枝汤,生姜( Zingiber Officinale Roscoe),CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,真武汤 | 黄芪桂枝五物汤 | 温胆汤 | 小续命汤 | 当归饮子 | 地黄饮子 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 异功散 | 人参五味子汤 | 清宁散 | 桂枝芍药知母汤 | 半夏厚朴汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 旋覆代赭汤 | 吴茱萸汤 | 橘皮竹茹汤 | 厚朴七物汤 | 丁香柿蒂散 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 延年薯蓣酒 | 柴胡陷胸汤 | 通窍活血汤,"It has the effects of resolving phlegm to stop cough, descending rebellion to arrest vomiting, releasing the exterior, and dispersing wind-cold."
S028,发热微恶寒、微呕、心下支结、四肢关节烦疼、风寒引起的不适,柴胡桂枝汤,柴胡（Radix Bupleuri）,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | COC1=C(C=C(C(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O)O | C1[C@@H]([C@H]([C@H](O1)O)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5 | CC1(CCCC23[C@@H]1[C@@H](C([C@]45[C@H]2CC[C@H](C4O)C(=C)C5=O)(OC3)O)O)C | C/C=C(\C)/C(=O)O[C@H]1[C@H](C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)/C(=C/C)/C,升陷汤 | 宣郁通经汤 | 升阳益胃汤 | 完带汤 | 散偏汤 | 柴胡桂枝汤 | 柴胡桂枝干姜汤 | 佛手散 | 普济消毒饮子 | 羌活胜风汤 | 滋阴降火汤 | 定经汤 | 柴葛解肌汤 | 柴胡清肝汤 | 四物消风饮 | 滋水清肝饮 | 柴胡陷胸汤 | 会厌逐瘀汤,"It has the effects of dispersing and reducing fever, soothing the liver, and lifting yang."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,射干（ Belamcandae Rhizome）,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)OC)O | COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O)O | COC1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O | C1OC2=C(O1)C(=C3C(=C2)OC=C(C3=O)C4=CC=C(C=C4)O)O,射干麻黄汤,"It has the effects of purging fire to detoxify, eliminating phlegm, and relieving sore throat, etc."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,麻黄（Ephedra Herba）,C1=CC(=CC=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O | C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O | C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O | C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,小续命汤 | 麻黄汤 | 桂枝芍药知母汤 | 厚朴麻黄汤 | 华盖散 | 麻黄细辛附子汤 | 桂枝麻黄各半汤 | 射干麻黄汤 | 越婢汤 | 麻黄杏仁薏苡甘草汤 | 牡蛎散 | 五虎汤 | 阳和汤,"It has the effects of inducing sweating to disperse cold, diffusing the lungs to relieve wheezing, and promoting diuresis to reduce edema."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,生姜( Zingiber Officinale Roscoe),CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,真武汤 | 黄芪桂枝五物汤 | 温胆汤 | 小续命汤 | 当归饮子 | 地黄饮子 | 金水六君煎 | 清肺汤 | 保元汤 | 半夏白术天麻汤 | 异功散 | 人参五味子汤 | 清宁散 | 桂枝芍药知母汤 | 半夏厚朴汤 | 当归建中汤 | 升阳益胃汤 | 厚朴温中汤 | 旋覆代赭汤 | 吴茱萸汤 | 橘皮竹茹汤 | 厚朴七物汤 | 丁香柿蒂散 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 延年薯蓣酒 | 柴胡陷胸汤 | 通窍活血汤,"It has the effects of resolving phlegm to stop cough, descending rebellion to arrest vomiting, releasing the exterior, and dispersing wind-cold."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,细辛（Asari Radix Et Rhizoma）,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC | C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6 | C/C=C/CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C | COC1=C(C(=C(C=C1)[C@H]2COC3=C(C2=O)C=CC(=C3)O)OC)OC | C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,当归四逆汤 | 厚朴麻黄汤 | 辛夷散 | 三痹汤 | 大秦艽汤 | 清上蠲痛汤 | 麻黄细辛附子汤 | 大黄附子汤 | 射干麻黄汤 | 苓甘五味姜辛汤 | 温脾丸,"It has the effects of dispelling wind and scattering cold, unblocking orifices to relieve pain, and warming the lungs to transform retained fluid."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,紫菀（ Asteris Radix Et Rhizoma ）,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O | C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,射干麻黄汤 | 门冬清肺饮,"It has the effects of moistening the lungs to direct qi downward, and relieving cough and resolving phlegm."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,款冬花（Farfarae Flos）,C/C=C\1/C[C@H]([C@@](C(=O)OC/C/2=C/CN(CC[C@H](C2=O)OC1=O)C)(C)O)C | CC/C(=C/C(=O)O[C@@H]1C[C@H]([C@H]2[C@@H](C1=C)CC(=O)[C@@H]2[C@@H](C)OC(=O)C)C(C)C)/C | CC1=CCCC(C1/C=C/C(=C\C=C/C(=C/C=C/C=C(\C)/C=C\C=C(\C)/C=C/C23C(CCCC2(O3)C)(C)C)/C)/C)(C)C | C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3 | C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,射干麻黄汤,"It has the effects of moistening the lungs to direct qi downward, and relieving cough and resolving phlegm."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,五味子（Fructus Schisandrae）,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)OC)OC)OC)OC)OC)OC | C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C | C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@]1(C)O)OC)OC)OC)OC)OC)OC | CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3 | C[C@@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4C[C@@H]1C)OCO5)OC)OC)OCO3,地黄饮子 | 清肺汤 | 人参五味子汤 | 厚朴麻黄汤 | 固阴煎 | 射干麻黄汤 | 苓甘五味姜辛汤 | 延年薯蓣酒 | 门冬清肺饮,"It has the effects of astringing and consolidating, replenishing qi to promote fluid production, and tonifying the kidneys to calm the heart."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,大枣(Jujubae Fructus),C[C@@]12CCC[C@]34[C@@H]1[C@]5(C[C@]67[C@H]3C(=O)[C@H](CC6C4N5C2)C(=C)C7)O | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O | CC1CCC(C2(C13CC(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C)C(O3)(C)C)CO)O | CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3 | CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4([C@H]([C@@H](C5(C)C)O)C(=O)O)C)C)C(=O)O,半夏泻心汤 | 黄芪桂枝五物汤 | 麦门冬汤 | 地黄饮子 | 清肺汤 | 半夏白术天麻汤 | 异功散 | 苏葶丸 | 人参五味子汤 | 清宁散 | 当归四逆汤 | 当归建中汤 | 升阳益胃汤 | 旋覆代赭汤 | 吴茱萸汤 | 甘草泻心汤 | 黄连汤 | 橘皮竹茹汤 | 厚朴七物汤 | 清肝止淋汤 | 黄芩汤 | 茯苓桂枝甘 草大枣汤 | 柴胡桂枝汤 | 桂枝加厚朴杏子汤 | 桂枝麻黄各半汤 | 生姜泻心汤 | 射干麻黄汤 | 葶苈大枣泻肺汤 | 越婢汤 | 瓜蒌桂枝汤 | 生姜甘草汤 | 通窍活血汤,"It has the effects of tonifying the spleen and stomach, harmonizing blood, calming the spirit, replenishing qi, and nourishing blood."
S029,咳嗽喘急、喉中痰鸣、痰多稀白、恶寒无汗、舌苔白滑,射干麻黄汤,半夏（Arum Ternatum Thunb）,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N2CCN(CCN(CC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OC)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)OC | C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,半夏泻心汤 | 瓜蒌薤白半夏汤 | 麦门冬汤 | 温胆汤 | 金水六君煎 | 半夏白术天麻汤 | 竹叶石膏汤 | 半夏厚朴汤 | 厚朴麻黄汤 | 升阳益胃汤 | 旋覆代赭汤 | 甘草泻心汤 | 黄连汤 | 竹茹汤 | 桑白皮汤 | 养胃汤 | 柴胡桂枝汤 | 小陷胸汤 | 生姜泻心汤 | 射干麻黄汤 | 小半夏加茯苓汤 | 苏子降气汤 | 六和汤 | 导痰汤 | 蒿芩清胆汤 | 柴胡陷胸汤 | 宣痹汤 | 连朴饮,"It has the effects of descending rebellion to stop vomiting, drying dampness to transform phlegm, and dissipating masses to resolve stagnation."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,黄柏(Phellodendri Chinrnsis Cortex),C1CC2CN3C(=O)C=CC=C3C4=CCCN(C24)C1 | COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC | CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3 | CC(=CCC1=C(C=C(C2=C1O[C@@H]([C@H](C2=O)O)C3=CC=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C | COC1=C(C2=C(C[C@H]3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,枇杷清肺饮 | 易黄汤 | 当归六黄汤 | 保阴煎 | 清经散 | 清肝止淋汤 | 黄连膏 | 栀子柏皮汤 | 温脾丸 | 滋阴降火汤,"It has the effects of clearing heat and drying dampness, purging fire to eliminate steaming bone disorder, and resolving toxic sores."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,麦芽（Hordei Fructus Germinatus）,COC1=C2C(=C3[C@@H]4C=CO[C@@H]4OC3=C1)OC5=CC=CC(=C5C2=O)O | C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C | CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO | COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O | COC1=CC=CC=C1NC(=O)C2=C(C=C3C=CC(=CC3=C2)Br)OP(=O)(O)O,消乳丸 | 温脾丸,It has the effects of resolving food stagnation and stopping lactation.
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,吴茱萸（Evodiae Fructus）,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)([C@H](C(=O)[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)O)C | CN1[C@@H]2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3 | 1238-43-3 | CN1C2=CC=CC=C2C(=O)N(C1=O)CCC3=CNC4=CC=CC=C43,吴茱萸汤 | 温脾丸,"It has the effects of scattering cold to relieve pain, descending rebellion to stop vomiting, and supporting yang to stop diarrhea."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,肉桂（Cinnanmomi Cortex ）,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O | C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2 | CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C | CCCCCCCC/C=C\CCCCCCCC(=O)O | C[C@H](C[C@@H]([C@@H]1C(O1)(C)C)OC(=O)C)C2=C3C[C@@H]([C@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@@]4([C@]3(CC2)C)C)(C)C)C)O,小续命汤 | 地黄饮子 | 保元汤 | 当归建中汤 | 三痹汤 | 暖肝煎 | 蠲痹汤 | 除湿胃苓汤 | 温脾丸 | 苏子降气汤 | 茵陈术附汤 | 阳和汤,"It has the effects of tonifying fire to assist yang, guiding fire back to its origin, dispersing cold to relieve pain, and activating blood circulation to unblock menstruation."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,干姜(Zingiberis Rhizoma),CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)O | C/C=C/CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C | COC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)O | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C)C(C)C,半夏泻心汤 | 大建中汤 | 厚朴麻黄汤 | 厚朴温中汤 | 甘草泻心汤 | 黄连汤 | 甘姜苓术汤 | 温脾汤 | 实脾散 | 通脉四逆汤 | 柴胡桂枝干姜汤 | 桂枝人参汤 | 生姜泻心汤 | 苓甘五味姜辛汤 | 温脾丸 | 茵陈术附汤,"It has the effects of warming the middle jiao, warming the lungs to transform retained fluid, restoring yang, tonifying yang, strengthening spleen yang, and unblocking collaterals."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,细辛（Asari Radix Et Rhizoma）,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC | C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6 | C/C=C/CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C | COC1=C(C(=C(C=C1)[C@H]2COC3=C(C2=O)C=CC(=C3)O)OC)OC | C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,当归四逆汤 | 厚朴麻黄汤 | 辛夷散 | 三痹汤 | 大秦艽汤 | 清上蠲痛汤 | 麻黄细辛附子汤 | 大黄附子汤 | 射干麻黄汤 | 苓甘五味姜辛汤 | 温脾丸,"It has the effects of dispelling wind and scattering cold, unblocking orifices to relieve pain, and warming the lungs to transform retained fluid."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,附子(Aconiti Lateralis Radix Praeparata),C[C@@]12CC[C@H]([C@@]([C@@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)(C)CO)O | CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)C | COC1=C(OC2=C(C1=O)C=CC3=C2C=CO3)C4=CC=CC=C4 | CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)COC,真武汤 | 小续命汤 | 地黄饮子 | 桂枝芍药知母汤 | 附子汤 | 温脾汤 | 实脾散 | 乌药汤 | 麻黄细辛附子汤 | 附子泻心汤 | 通脉四逆汤 | 大黄附子汤 | 薏苡附子败酱散 | 温脾丸 | 香苏散 | 茵陈术附汤,"It has the effects of tonifying the life-gate fire, warming and transforming cold-dampness, restoring yang, supplementing yang, and strengthening spleen yang."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,当归(Angelicae Sinensis Radix),CC1=CC[C@@]2(CCCC([C@]23[C@H]1C3)(C)C)C | CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C | C1=CC=C(C=C1)C2=CC(=S)C=C(S2)C3=CC=CC=C3,温经汤 | 一贯煎 | 桃红四物汤 | 当归饮子 | 当归补血汤 | 金水六君煎 | 济川煎 | 清肺汤 | 宣郁通经汤 | 当归四逆汤 | 当归建中汤 | 当归六黄汤 | 身痛逐瘀汤 | 三痹汤 | 清胃散 | 圣愈汤 | 乌药汤 | 大秦艽汤 | 暖肝煎 | 托里消毒散 | 清上蠲痛汤 | 蠲痹汤 | 清肝止淋汤 | 四妙勇安汤 | 黄连膏 | 凉血地黄汤 | 当归散 | 温脾丸 | 苏子降气汤 | 佛手散 | 芍药汤 | 门冬清肺饮 | 大补元煎 | 泰山磐石散 | 滋阴降火汤 | 清胃汤 | 解郁汤 | 固本止崩汤 | 养精种玉汤 | 定经汤 | 调肝汤 | 柴胡清肝汤 | 四物消风饮 | 地黄饮 | 凉血四物汤 | 滋水清肝饮 | 膈下逐瘀汤 | 会厌逐瘀汤 | 补肾活血汤 | 活络效灵丹,"It has the effects of nourishing blood, promoting blood circulation, regulating menstruation, relieving pain, and moistening intestines to relieve constipation."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,大黄（Radix Rhei Et Rhizome）,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O)O | CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C2C=C3C(CCCC3(O2)C)(C)C)/C)/C | C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O | C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)OC(=O)C(=O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O | C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)CO,桃核承气汤 | 小承气汤 | 厚朴七物汤 | 温脾汤 | 三化汤 | 茵陈蒿汤 | 附子泻心汤 | 调胃承气汤 | 大黄黄连泻心汤 | 大黄附子汤 | 厚朴三物汤 | 泻心汤 | 栀子大黄汤 | 温脾丸 | 芍药汤 | 六磨汤 | 升降散 | 增液承气汤,"It has the effects of purging heat to unblock the intestines, cooling blood and detoxifying, and dispelling stasis to promote menstruation."
S030,项背强急、汗出恶风、脉沉迟或伴轻微发热、舌淡红少津、热毒引起的症状,温脾丸,黄连(Coptidis Rhizoma),C[C@@]12CC[C@@H]3[C@]4(C=CC(=O)OC([C@@H]4CC(=O)[C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)(C)C)C | COC1=C(C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(C4=C3)OCO5)OC | COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC | COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC | CC1=C2C3=CC4=C(C=C3CC[N+]2=CC5=CC6=C(C=C15)OCO6)OCO4,枇杷清肺饮 | 半夏泻心汤 | 升阳益胃汤 | 当归六黄汤 | 甘草泻心汤 | 黄连汤 | 清胃散 | 桑白皮汤 | 黄连膏 | 凉血地黄汤 | 附子泻心汤 | 小陷胸汤 | 生姜泻心汤 | 大黄黄连泻心汤 | 泻心汤 | 温脾丸 | 芍药汤 | 普济消毒饮子 | 牛蒡甘桔汤 | 清胃汤 | 柴胡陷胸汤 | 连朴饮,"It has the effects of clearing heat and drying dampness, purging fire and detoxifying."
S031,咳吐大量清稀涎沫、咽干但不欲饮、畏寒肢冷、舌淡苔白滑、脾胃虚弱,延年薯蓣酒,山药（Rhizoma Dioscoreae）,C1=CC(=C(C=C1[C@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O | C[C@@H]1[C@H](OC2=CC(=O)C(=C[C@@]12OC)CC=C)C3=CC(=C(C=C3)OC)OC | C[C@@H]1[C@H](OC2=CC(=O)C(=C[C@]12OC)CC=C)C3=CC(=C(C=C3)OC)OC | C[C@H]1C([C@H]2C(=O)[C@@]1(C=C([C@]2(C)O)OC)CC=C)C3=CC(=C(C=C3)OC)OC | C/C(=C\C1=CC(=C(C(=C1)OC)OC)OC)/C2(C=C(C(=O)C=C2OC)CC=C)OC,易黄汤 | 保阴煎 | 固阴煎 | 完带汤 | 延年薯蓣酒 | 大补元煎 | 左归饮 | 定经汤 | 调肝汤 | 滋水清肝饮 | 理冲汤,"It has the effects of tonifying the spleen and nourishing the stomach, promoting fluid production to benefit the lungs, and tonifying the kidneys to astringe essence."
S031,咳吐大量清稀涎沫、咽干但不欲饮、畏寒肢冷、舌淡苔白滑、脾胃虚弱,延年薯蓣酒,白术(Atractylodes Macrocephala Koidz),C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C | CC1=COC2=C1C[C@H]3C(=C)[C@H](CC[C@@]3(C2)C)OC(=O)C | CCC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C | CCO[C@]12C[C@]3(CCCC(=C)[C@@H]3CC1=C(C(=O)O2)C)C,苓桂术甘汤 | 真武汤 | 半夏白术天麻汤 | 异功散 | 白术散 | 人参五味子汤 | 桂枝芍药知母汤 | 升阳益胃汤 | 完带汤 | 附子汤 | 泽泻汤 | 甘姜苓术汤 | 实脾散 | 大秦艽汤 | 托里消毒散 | 除湿胃苓汤 | 桂枝人参汤 | 当归散 | 防己黄芪汤 | 延年薯蓣酒 | 羌活胜风汤 | 举元煎 | 泰山磐石散 | 解郁汤 | 固本止崩汤 | 茵陈术附汤 | 理冲汤,"It has the effects of strengthening the spleen and tonifying qi, drying dampness and promoting diuresis, stopping sweating, and preventing miscarriage."
